LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PoolArea,YrSold,MoSold,Neighborhood,HouseStyle,GarageType,ExterCond,SalePrice
18517,7,7,1950,1996,1114.0,1870,3,0,1,2,7,1,0,865.0,200,2022,2,Old Town,SplitLevel,Attached,Excellent,361800
13473,9,10,1980,1984,2312.0,832,2,0,1,1,10,0,2,296.0,0,2021,12,Oakwood,2Story,None,Poor,303900
17589,7,8,2011,1996,253.0,1197,2,0,3,1,7,1,2,55.0,200,2022,4,Lakeside,2Story,Attached,Poor,305500
4428,8,1,1996,2009,764.0,1704,2,1,4,2,8,0,1,34.0,400,2020,8,Sunnyvale,2Story,Attached,Fair,341600
14718,5,7,1969,2015,2164.0,2171,2,1,2,2,5,2,2,181.0,200,2019,10,Suburbia,1Story,Detached,Fair,409000
16258,6,5,1993,1968,457.0,1218,2,0,3,1,3,0,2,397.0,0,2022,1,Hillcrest,SplitLevel,Detached,Excellent,304900
5491,8,7,1999,1987,574.0,1882,2,1,1,2,3,0,2,123.0,0,2016,4,Lakeside,1Story,Attached,Average,405800
14593,2,10,1988,1969,1091.0,3704,3,0,1,1,6,1,0,394.0,0,2020,12,Suburbia,SplitLevel,Attached,Poor,448100
12435,7,9,2006,2002,2062.0,748,1,1,1,2,10,1,3,358.0,0,2023,10,Old Town,SplitLevel,Detached,Good,298600
16403,9,6,2019,2010,1189.0,1532,3,1,4,1,11,0,2,542.0,0,2021,10,Old Town,1Story,Attached,Excellent,376400
14435,1,5,1999,1980,1395.0,2390,3,1,2,1,11,1,0,455.0,0,2020,1,Greenfield,1.5Story,Detached,Good,314600
13040,8,10,1971,2016,1125.0,1169,3,0,3,1,5,2,0,508.0,0,2017,5,Northgate,2Story,BuiltIn,Excellent,317300
3876,3,8,1997,1979,519.0,3486,2,1,5,1,5,2,3,16.0,0,2015,9,Greenfield,1Story,None,Poor,458300
6850,2,4,2009,1950,22.0,2164,3,1,3,1,8,2,1,334.0,0,2020,3,Downtown,2Story,Detached,Average,341000
4150,3,1,1973,2020,2131.0,1969,2,0,4,1,6,0,2,26.0,0,2022,9,Sunnyvale,1.5Story,BuiltIn,Good,377800
12873,1,7,1957,1973,1202.0,2737,2,1,1,1,4,2,1,319.0,0,2022,6,Lakeside,SplitLevel,Detached,Fair,402700
13828,6,2,2015,2011,375.0,1710,3,1,4,1,11,1,3,431.0,200,2019,7,Hillcrest,1Story,None,Fair,340100
9833,9,8,2005,1958,690.0,2111,3,0,1,1,4,0,2,632.0,400,2017,4,Riverside,2Story,None,Poor,405600
10994,10,8,2012,1950,1963.0,2841,1,0,1,1,9,0,0,35.0,0,2022,8,Hillcrest,1.5Story,,Poor,499000
17025,7,8,1962,1954,1421.0,1838,2,1,5,1,9,1,2,887.0,0,2017,8,Sunnyvale,2Story,Detached,Average,391300
13831,4,6,1988,2020,1126.0,2119,1,0,5,2,8,2,1,453.0,400,2023,11,Northgate,1.5Story,None,Fair,335800
10400,2,4,2018,2002,1801.0,639,3,1,5,2,6,2,1,363.0,0,2016,9,Sunnyvale,1.5Story,Attached,Fair,233700
6890,8,10,2010,1982,,1981,2,1,2,1,9,0,0,581.0,0,2015,5,Oakwood,1Story,None,Average,385400
14157,2,5,1975,1955,440.0,1356,2,1,1,2,9,2,0,865.0,0,2022,3,Sunnyvale,1Story,BuiltIn,Excellent,257200
15411,10,5,2009,2000,1050.0,4211,3,0,2,2,3,0,2,304.0,0,2016,3,Hillcrest,1Story,BuiltIn,Fair,620700
11987,4,2,2019,2015,1138.0,3907,1,1,5,1,9,1,0,616.0,0,2022,9,Downtown,1.5Story,None,Poor,525000
11007,1,4,1973,2004,,3427,1,0,1,2,9,1,3,505.0,400,2015,4,Oakwood,2Story,None,Average,446300
19422,2,5,2003,1978,909.0,4138,2,1,5,2,4,0,0,308.0,0,2016,7,Sunnyvale,1Story,Detached,Good,500800
8788,5,7,1976,1971,1854.0,1030,1,1,5,1,8,0,2,45.0,400,2023,5,Riverside,1.5Story,Detached,Excellent,338100
14397,10,6,1975,1959,1160.0,2262,1,0,1,2,6,2,2,759.0,0,2016,8,Suburbia,2Story,Attached,Poor,413000
8445,7,9,1977,1951,2123.0,1843,3,0,5,1,9,1,3,192.0,0,2018,4,Oakwood,SplitLevel,Detached,Average,426800
12146,10,2,2017,1985,1516.0,2373,2,0,3,2,10,2,2,118.0,0,2019,12,Sunnyvale,1Story,BuiltIn,Poor,436900
15260,4,7,1957,1987,1385.0,2459,3,1,5,1,10,2,0,812.0,200,2017,5,Sunnyvale,1Story,None,Excellent,443300
11567,3,6,2020,1993,1197.0,2329,3,1,1,1,11,0,1,688.0,0,2019,2,Riverside,1Story,Detached,Fair,374100
6273,10,10,2021,2013,146.0,1353,3,0,3,1,8,2,0,357.0,200,2021,12,Hillcrest,SplitLevel,None,Average,360100
19106,8,9,1977,1992,1602.0,3017,1,1,3,1,5,1,3,597.0,0,2019,6,Old Town,1.5Story,Attached,Good,472200
15249,9,4,1969,1975,997.0,1769,3,1,5,2,4,1,3,245.0,400,2022,10,Downtown,2Story,None,Excellent,450200
5482,6,4,1992,2015,770.0,2265,1,1,5,2,11,2,1,800.0,0,2023,2,Downtown,1Story,Attached,Poor,359500
10114,9,10,1983,1997,1384.0,3790,2,1,1,1,7,2,3,447.0,200,2021,11,Lakeside,1Story,None,Average,626800
9736,10,8,1998,1954,1443.0,886,2,0,2,1,8,2,1,892.0,0,2017,4,Greenfield,2Story,BuiltIn,Good,316700
8178,1,6,2012,1961,1094.0,818,3,0,4,1,9,2,1,468.0,0,2017,11,Old Town,1Story,Attached,Excellent,239500
15080,6,9,1952,1975,2073.0,2930,3,1,2,1,6,2,3,518.0,0,2020,5,Downtown,SplitLevel,Detached,Average,559000
7208,3,4,1979,1982,1151.0,691,2,1,5,1,4,1,3,305.0,0,2018,4,Hillcrest,1.5Story,Detached,Good,234600
10984,7,5,1993,1958,1027.0,3475,3,0,1,1,9,0,1,656.0,0,2021,2,Greenfield,SplitLevel,Attached,Fair,494900
12518,1,7,1989,1997,219.0,1043,3,0,4,2,4,2,3,183.0,0,2015,11,Suburbia,1.5Story,Detached,Fair,205700
8109,2,3,1996,1956,329.0,2272,2,0,2,2,11,2,3,542.0,200,2019,5,Lakeside,1Story,BuiltIn,Poor,388800
5863,5,9,2014,1961,1024.0,4027,1,1,4,1,11,1,3,863.0,0,2015,3,Greenfield,2Story,BuiltIn,Poor,511600
3338,6,8,2017,1981,766.0,1845,2,1,5,1,6,1,2,34.0,0,2017,3,Downtown,2Story,Attached,Good,383300
11964,10,4,1991,2022,,3022,1,0,3,2,7,2,1,29.0,200,2022,6,Downtown,1Story,Attached,Excellent,501200
12208,8,8,2022,1977,536.0,3577,2,0,5,2,11,0,2,790.0,0,2023,10,Greenfield,1.5Story,Detached,Poor,493000
9565,8,6,1995,2004,281.0,2392,2,0,2,2,8,1,1,53.0,0,2015,10,Downtown,2Story,None,Fair,378100
14475,1,7,1956,2021,2215.0,4498,2,1,1,2,8,2,2,457.0,0,2022,11,Northgate,SplitLevel,None,Poor,539700
8588,8,3,1994,2007,1068.0,2488,3,1,1,1,8,0,3,851.0,0,2017,12,Riverside,1Story,BuiltIn,Good,449100
18305,8,6,2020,1997,2416.0,3653,2,1,2,1,8,2,0,451.0,0,2017,5,Riverside,1Story,Attached,Poor,548400
16669,8,10,1998,2015,1304.0,2111,3,0,4,1,11,1,0,706.0,200,2016,1,Greenfield,SplitLevel,BuiltIn,Excellent,413600
4899,7,5,1974,2012,116.0,648,2,1,4,2,5,2,1,292.0,0,2023,7,Riverside,2Story,None,Poor,183200
17069,8,1,1990,1975,1415.0,3016,1,1,4,2,9,2,3,220.0,200,2016,3,Lakeside,2Story,Attached,Excellent,536800
8051,1,1,2005,1985,2442.0,4327,1,1,3,2,10,2,3,158.0,400,2021,10,Lakeside,1.5Story,None,Average,645500
12111,8,6,1969,1958,2082.0,1316,3,0,3,1,9,2,2,248.0,0,2018,4,Greenfield,1.5Story,BuiltIn,Average,331000
6631,3,5,1970,1969,1455.0,3573,3,1,1,2,3,2,3,576.0,0,2023,3,Northgate,1Story,BuiltIn,Fair,500700
17423,3,2,2005,1973,952.0,3208,1,0,5,2,10,0,0,233.0,0,2022,2,Suburbia,1.5Story,Detached,Poor,362400
18636,6,9,1959,1958,990.0,3164,2,0,4,1,8,1,2,474.0,400,2019,1,Suburbia,2Story,BuiltIn,Poor,451600
13975,9,10,2015,2010,2171.0,3076,1,1,5,1,5,0,3,731.0,0,2020,10,Riverside,SplitLevel,BuiltIn,Good,568700
4218,5,1,1979,1973,1051.0,3197,2,0,5,1,8,2,1,552.0,0,2016,5,Sunnyvale,1Story,Detached,Average,437900
6476,5,10,2020,1981,1083.0,3380,1,0,3,1,9,1,3,99.0,0,2022,4,Hillcrest,SplitLevel,Detached,Fair,534000
7673,4,7,1950,1984,1904.0,2517,1,0,2,1,3,2,0,89.0,0,2015,9,Old Town,1Story,Attached,Poor,381500
4810,8,9,1984,1961,1069.0,3360,2,0,5,2,4,1,1,674.0,0,2015,7,Greenfield,1.5Story,BuiltIn,Average,491900
11162,2,1,2016,1967,1487.0,1927,2,0,2,2,5,1,3,310.0,0,2017,8,Downtown,1Story,None,Fair,375100
8311,5,2,1954,2015,2382.0,3779,1,0,3,2,9,1,3,756.0,0,2016,4,Suburbia,2Story,BuiltIn,Average,557500
3302,6,6,2020,1952,2081.0,3550,3,1,4,2,9,2,1,501.0,400,2021,7,Old Town,SplitLevel,Detached,Excellent,624000
7837,1,5,1958,2000,2088.0,2077,2,1,2,2,3,1,2,899.0,200,2021,7,Riverside,1.5Story,Detached,Fair,358000
9288,10,5,1961,1982,535.0,1258,3,0,3,1,11,0,2,476.0,0,2021,7,Oakwood,1Story,BuiltIn,Excellent,298100
3105,6,9,1953,2001,1195.0,2430,1,1,1,1,7,2,2,794.0,400,2023,5,Sunnyvale,SplitLevel,Attached,Average,442600
15997,2,1,1951,1963,1886.0,812,1,0,3,2,4,0,1,823.0,200,2017,3,Riverside,1Story,None,Fair,229600
17430,1,4,1974,1959,1265.0,2576,1,0,1,2,6,0,0,514.0,400,2016,12,Sunnyvale,1Story,Detached,Poor,320900
19309,4,8,2020,1971,1914.0,1736,3,0,5,2,7,2,0,671.0,0,2020,7,Sunnyvale,SplitLevel,Attached,Average,371500
19001,3,7,2008,1950,1896.0,4425,2,0,4,2,5,1,1,235.0,0,2016,7,Oakwood,1.5Story,Attached,Good,606400
19364,4,3,1984,2011,10.0,2129,3,0,3,2,7,1,2,622.0,0,2023,11,Northgate,SplitLevel,None,Average,281300
18524,2,7,2019,2008,66.0,3379,1,0,3,2,6,2,3,292.0,0,2015,2,Oakwood,2Story,Attached,Excellent,440300
14969,5,3,2018,1958,1531.0,1646,3,0,5,2,9,0,1,94.0,0,2020,12,Lakeside,SplitLevel,BuiltIn,Excellent,394500
14918,1,6,1984,1966,1513.0,1926,1,1,3,2,6,1,2,582.0,0,2017,1,Hillcrest,2Story,Detached,Average,361900
6530,8,8,2019,1994,1278.0,4018,2,1,1,1,6,2,0,718.0,0,2017,7,Hillcrest,2Story,BuiltIn,Good,612800
15676,5,10,1968,1976,1885.0,2106,1,0,3,1,8,2,0,559.0,0,2019,6,Northgate,SplitLevel,BuiltIn,Good,408200
7360,8,3,1976,2009,2293.0,611,3,0,5,2,3,0,1,731.0,200,2022,1,Riverside,1.5Story,Detached,Average,322600
16711,7,7,1961,1990,1791.0,2951,1,1,2,2,8,2,1,201.0,0,2016,9,Northgate,SplitLevel,Detached,Average,445500
7882,7,2,2004,1952,1939.0,1025,1,0,1,1,9,0,2,871.0,0,2018,12,Suburbia,SplitLevel,BuiltIn,Fair,291500
10629,1,9,1991,1962,1295.0,3596,1,1,5,1,5,0,3,898.0,200,2018,11,Old Town,2Story,BuiltIn,Poor,452700
17199,10,7,1959,2016,73.0,2977,1,1,2,1,3,1,2,272.0,0,2022,9,Sunnyvale,1Story,BuiltIn,Average,474800
16807,7,9,1970,2010,565.0,1789,1,0,1,2,6,1,1,623.0,400,2022,3,Oakwood,1Story,None,Average,361900
16258,7,8,1996,1964,405.0,4398,3,1,2,1,6,0,0,423.0,0,2020,9,Old Town,1.5Story,Attached,Average,552100
19282,5,6,2003,1980,951.0,2477,1,1,4,1,8,1,2,342.0,0,2018,3,Hillcrest,SplitLevel,Attached,Average,403100
16456,8,4,1976,1994,132.0,3027,2,0,4,1,3,2,0,435.0,0,2018,9,Suburbia,1Story,Detached,Good,433500
10390,1,7,2002,1953,2220.0,4327,2,0,1,2,8,2,3,563.0,0,2016,12,Riverside,2Story,Attached,Excellent,612700
6391,6,3,1952,1950,501.0,844,2,1,3,1,3,1,0,724.0,0,2020,11,Suburbia,1Story,Attached,Average,210900
16584,1,4,1984,1974,1783.0,3455,2,1,5,2,10,1,1,394.0,400,2018,5,Suburbia,1.5Story,Detached,Good,517000
7000,3,7,2016,1950,1155.0,1045,1,1,5,2,11,1,0,335.0,0,2019,6,Sunnyvale,SplitLevel,BuiltIn,Poor,234500
6556,1,9,1958,2000,1568.0,935,1,0,2,1,6,2,0,149.0,400,2022,1,Lakeside,1.5Story,Detached,Excellent,313700
10274,1,8,1974,2000,407.0,4032,2,0,1,1,11,1,1,34.0,0,2015,4,Greenfield,1.5Story,Attached,Excellent,462800
4013,2,9,1996,1961,592.0,2759,1,1,1,1,7,2,0,881.0,0,2021,3,Sunnyvale,1.5Story,None,Fair,362200
17486,8,10,1991,2009,1840.0,3344,3,0,1,1,3,0,1,589.0,0,2020,8,Old Town,2Story,BuiltIn,Excellent,544700
5179,3,2,1986,1986,2433.0,901,2,0,2,2,5,1,1,536.0,400,2021,10,Old Town,1Story,BuiltIn,Poor,269300
13816,9,8,1961,1984,1626.0,3613,1,0,2,2,5,2,0,316.0,200,2017,6,Lakeside,2Story,BuiltIn,Good,588500
10970,10,9,1958,1974,1849.0,1644,1,1,3,1,7,0,3,109.0,0,2018,8,Hillcrest,2Story,Detached,Excellent,461700
7232,9,10,1974,1965,155.0,3932,2,0,3,2,11,0,2,338.0,0,2022,10,Suburbia,1.5Story,None,Poor,519800
9102,7,1,1984,1975,1223.0,2743,1,1,2,1,8,0,3,3.0,0,2018,10,Suburbia,1Story,Detached,Good,453700
10400,3,6,2010,2005,1555.0,1722,2,0,2,2,8,1,3,739.0,400,2017,5,Northgate,1Story,Attached,Excellent,370700
14470,4,2,1969,2005,1469.0,3487,3,0,3,1,7,1,3,665.0,400,2018,2,Suburbia,1.5Story,Attached,Fair,515500
11427,1,7,2015,2002,2417.0,4427,2,0,2,1,7,1,2,523.0,400,2015,3,Riverside,2Story,Detached,Fair,626600
7499,1,8,1985,1980,,1598,3,1,4,2,4,0,2,744.0,0,2017,7,Lakeside,1Story,Detached,Poor,306800
10595,9,8,1955,2008,,3358,2,1,4,1,7,2,0,668.0,200,2016,2,Lakeside,1.5Story,BuiltIn,Poor,520700
9469,8,3,1979,1994,2306.0,4267,2,1,4,1,11,2,2,448.0,0,2020,7,Sunnyvale,1Story,Attached,Excellent,663700
19774,8,6,1990,1951,1753.0,2149,2,0,4,2,4,2,1,296.0,0,2022,10,Hillcrest,2Story,BuiltIn,Poor,413500
10494,3,3,2015,1976,80.0,2119,1,0,5,2,3,1,0,414.0,0,2022,12,Riverside,1.5Story,None,Good,321200
16507,4,9,1968,1975,1059.0,3246,2,1,3,1,10,1,2,778.0,0,2020,4,Hillcrest,SplitLevel,Attached,Good,485500
17269,8,7,1975,1970,1379.0,1204,1,0,4,2,8,0,2,596.0,0,2023,4,Downtown,SplitLevel,None,Excellent,352800
18826,9,7,1965,1973,1773.0,658,2,1,5,2,3,2,3,556.0,0,2019,6,Northgate,SplitLevel,Attached,Average,283400
8439,3,2,1980,2001,689.0,2618,1,0,1,2,11,1,3,356.0,200,2019,2,Lakeside,1.5Story,Detached,Fair,394900
8301,5,8,1977,1980,1634.0,2961,2,1,1,1,9,0,3,252.0,0,2019,7,Riverside,2Story,BuiltIn,Fair,463700
6155,3,5,2019,2004,89.0,3523,2,0,1,1,6,2,2,277.0,0,2019,11,Greenfield,SplitLevel,None,Average,399500
4214,2,3,2009,1966,2337.0,1514,1,1,1,2,10,2,1,99.0,200,2015,7,Suburbia,SplitLevel,None,Poor,298600
13787,1,7,2007,1991,2389.0,4295,3,0,1,1,8,0,2,852.0,400,2023,10,Sunnyvale,SplitLevel,None,Average,601300
12576,9,9,1951,1953,705.0,938,2,0,3,2,7,0,2,775.0,0,2022,6,Downtown,2Story,Detached,Excellent,292300
13817,1,8,1987,2000,,3683,2,0,4,2,11,2,3,714.0,400,2017,6,Sunnyvale,1.5Story,None,Fair,477700
8656,5,10,2020,1994,2486.0,1522,2,0,4,1,6,0,0,534.0,200,2020,11,Downtown,1.5Story,Attached,Average,405600
18343,9,10,2011,1961,2265.0,1519,1,1,5,2,6,2,1,112.0,0,2015,5,Downtown,1Story,Attached,Fair,401700
18140,1,6,1991,2019,1396.0,797,1,1,2,2,3,0,0,114.0,0,2020,2,Lakeside,1Story,BuiltIn,Good,237400
6913,8,5,2012,2018,396.0,2030,3,1,5,1,5,0,1,326.0,0,2022,5,Sunnyvale,2Story,BuiltIn,Poor,340000
6330,3,10,2001,1986,972.0,1974,1,1,4,2,6,2,2,571.0,0,2017,7,Lakeside,SplitLevel,BuiltIn,Poor,341100
4605,4,2,1953,1970,1447.0,4401,3,0,3,2,9,0,3,84.0,400,2016,9,Oakwood,2Story,BuiltIn,Poor,583700
8693,7,10,1971,2020,1217.0,1586,1,1,3,2,3,1,0,0.0,200,2018,4,Northgate,1.5Story,Detached,Fair,326500
7465,6,10,1966,1989,2477.0,901,2,0,2,1,10,0,2,718.0,0,2017,6,Riverside,SplitLevel,Attached,Good,350000
13893,7,8,1983,1950,1528.0,2596,2,0,4,2,7,1,3,669.0,200,2023,12,Hillcrest,1Story,BuiltIn,Excellent,477100
3302,3,9,1985,1998,768.0,1367,3,1,3,1,7,2,2,140.0,200,2022,12,Riverside,1.5Story,Detached,Average,275200
11258,4,5,1981,1994,1725.0,1790,1,1,1,1,11,0,1,628.0,0,2020,3,Oakwood,1Story,None,Average,354400
10009,5,10,2002,1990,2076.0,3166,3,0,2,1,11,0,2,580.0,0,2022,2,Greenfield,SplitLevel,BuiltIn,Good,520300
4607,7,6,1974,2021,141.0,1139,2,1,5,2,10,2,2,193.0,0,2017,12,Greenfield,SplitLevel,None,Average,252900
6294,2,3,2019,1956,492.0,1659,3,1,1,2,6,2,2,582.0,0,2016,6,Northgate,1.5Story,BuiltIn,Average,304500
15448,10,5,2017,1977,1759.0,2750,3,1,2,1,4,2,1,15.0,400,2019,10,Suburbia,1Story,Detached,Poor,489400
18913,9,4,2011,2000,730.0,1291,3,0,1,1,9,0,0,858.0,0,2019,4,Sunnyvale,SplitLevel,Attached,Fair,306500
5573,5,3,1961,2014,2078.0,2243,2,1,5,2,8,0,0,233.0,0,2018,8,Greenfield,SplitLevel,,Average,373400
17369,10,2,1994,1991,544.0,1350,2,0,1,2,4,2,1,690.0,0,2015,10,Hillcrest,1.5Story,BuiltIn,Good,341800
5852,6,2,1961,2000,41.0,3511,3,1,2,2,6,2,1,363.0,0,2018,10,Sunnyvale,SplitLevel,BuiltIn,Poor,430400
6086,2,4,1951,1953,1483.0,2136,1,1,2,1,3,1,0,375.0,0,2021,2,Sunnyvale,SplitLevel,BuiltIn,Poor,314300
13145,10,8,1979,1989,494.0,1048,2,0,5,2,7,1,0,439.0,200,2020,5,Old Town,SplitLevel,None,Good,286500
3206,7,8,1968,2001,565.0,1374,1,1,3,2,8,2,2,309.0,0,2018,8,Sunnyvale,2Story,None,Average,301800
12077,9,10,1974,1980,1851.0,3465,1,1,4,1,4,1,3,834.0,0,2016,9,Suburbia,SplitLevel,BuiltIn,Poor,559600
19958,9,9,2011,1957,79.0,1174,2,1,5,2,7,1,3,508.0,0,2016,11,Old Town,SplitLevel,Detached,Poor,257300
12516,8,3,1973,2011,2020.0,798,2,1,4,1,8,1,3,506.0,400,2015,11,Hillcrest,1Story,BuiltIn,Good,351100
3854,4,6,1959,1999,1960.0,2145,1,0,3,1,5,1,2,673.0,0,2017,10,Old Town,1Story,Detached,Average,385100
8779,2,5,1979,1972,1093.0,2937,3,1,4,2,3,0,0,377.0,0,2020,2,Lakeside,2Story,Detached,Excellent,458800
15087,10,8,1977,2006,1385.0,3365,2,0,1,1,3,1,0,752.0,0,2022,11,Hillcrest,1Story,None,Excellent,568500
17036,3,6,1997,1953,1834.0,1943,3,1,3,1,5,1,2,331.0,0,2019,9,Greenfield,2Story,None,Excellent,407200
16518,8,8,1987,1976,1232.0,2899,3,0,4,1,6,1,2,848.0,0,2019,3,Riverside,SplitLevel,None,Excellent,503500
6911,7,3,2001,2006,333.0,2026,3,1,5,1,3,1,2,161.0,0,2022,5,Suburbia,1.5Story,Attached,Good,377000
18585,3,1,1961,1979,1642.0,956,2,0,2,2,7,2,1,147.0,0,2021,11,Hillcrest,2Story,Attached,Fair,246900
6741,4,4,2012,2013,2343.0,2091,1,1,5,2,8,0,1,82.0,0,2022,8,Suburbia,1Story,BuiltIn,Average,383600
15765,2,10,1991,2002,195.0,2091,1,0,2,2,3,0,3,678.0,0,2023,3,Lakeside,1.5Story,BuiltIn,Average,359800
3663,8,5,1987,1998,1536.0,698,1,1,3,2,3,0,2,455.0,0,2021,6,Lakeside,SplitLevel,None,Poor,289500
11659,3,7,2017,1968,158.0,2311,1,1,5,1,9,2,0,689.0,0,2016,3,Lakeside,2Story,Detached,Poor,340700
19749,5,10,1977,1964,1031.0,3102,2,0,5,2,7,1,1,270.0,200,2019,11,Suburbia,1.5Story,Attached,Poor,409900
9342,6,7,1960,2000,1621.0,3624,3,1,5,2,5,0,2,,0,2016,2,Downtown,2Story,Detached,Fair,547900
3956,8,9,1957,1955,1912.0,3238,2,0,5,1,8,1,1,504.0,200,2020,4,Suburbia,1Story,None,Excellent,550200
13344,5,4,1987,1961,402.0,2718,1,0,5,1,5,0,3,880.0,200,2019,3,Hillcrest,1Story,None,Poor,414300
13729,7,10,1972,1970,2187.0,3622,2,0,1,1,9,0,2,116.0,0,2018,6,Sunnyvale,2Story,None,Average,579800
15677,8,7,1986,1985,446.0,1213,1,1,2,2,4,0,3,452.0,200,2017,9,Greenfield,2Story,Attached,Average,321300
16965,1,7,2017,1982,62.0,4122,3,0,5,1,3,1,3,111.0,200,2023,3,Sunnyvale,2Story,Detached,Fair,497700
14130,4,10,1998,2021,,3958,1,1,3,2,6,0,2,572.0,400,2017,4,Northgate,SplitLevel,Attached,Excellent,527700
16623,5,9,1996,1979,585.0,2290,3,1,2,1,10,1,1,541.0,200,2020,1,Hillcrest,2Story,Attached,Fair,396200
7835,3,5,1957,2016,918.0,2407,1,1,3,1,4,2,1,840.0,0,2019,10,Riverside,1.5Story,Attached,Fair,348100
13756,3,5,2012,1989,2293.0,1492,3,0,5,1,7,2,3,833.0,400,2022,6,Hillcrest,SplitLevel,BuiltIn,Excellent,429900
15732,6,9,1992,2017,1780.0,3291,2,1,2,2,8,2,3,168.0,0,2023,5,Oakwood,1.5Story,Attached,Poor,517300
5817,2,1,1992,2011,1871.0,4184,2,1,4,2,9,2,1,496.0,0,2018,7,Oakwood,1Story,BuiltIn,Poor,546400
13047,7,5,1975,2006,2170.0,2955,3,0,3,1,10,0,3,768.0,0,2022,1,Oakwood,2Story,BuiltIn,Poor,480100
7846,9,6,2003,1991,,2067,2,1,2,2,6,0,1,166.0,0,2017,10,Riverside,1.5Story,Detached,Poor,333900
5396,7,9,1996,1988,786.0,1765,2,1,2,1,9,1,3,621.0,0,2019,7,Oakwood,2Story,None,Excellent,369500
10519,2,5,1950,1973,214.0,972,3,1,5,1,3,1,0,782.0,0,2018,3,Oakwood,SplitLevel,Detached,Poor,157100
19216,7,6,1964,1985,2000.0,1209,2,1,1,1,7,0,0,732.0,200,2017,11,Lakeside,1.5Story,Detached,Good,361300
7841,8,1,2001,2021,2326.0,4485,1,1,5,2,6,1,2,717.0,0,2017,9,Oakwood,SplitLevel,BuiltIn,Average,652700
4761,1,8,1974,1973,2409.0,1318,2,1,1,2,5,1,3,481.0,0,2017,6,Oakwood,1.5Story,None,Fair,321100
11133,6,3,1980,2006,465.0,2314,3,0,4,1,6,1,2,187.0,200,2015,8,Downtown,1Story,Attached,Good,419100
19610,4,5,1963,1970,1548.0,4084,1,0,1,2,6,1,3,239.0,0,2021,3,Downtown,1Story,Attached,Poor,535900
7854,3,10,1977,1953,1147.0,2445,3,1,3,1,11,1,0,419.0,400,2019,5,Greenfield,SplitLevel,,Good,393600
6506,9,7,2015,1963,2197.0,3522,3,1,1,1,3,2,3,94.0,200,2017,5,Sunnyvale,2Story,None,Excellent,679000
14310,9,5,2004,1973,2368.0,2851,1,0,3,2,8,2,3,766.0,0,2022,1,Northgate,2Story,,Excellent,538800
4763,3,3,1989,1970,394.0,1553,3,1,1,1,8,2,1,381.0,0,2020,12,Old Town,1Story,Attached,Average,290100
18728,8,6,1967,1952,2058.0,1980,1,0,2,2,6,2,3,,0,2023,12,Oakwood,1.5Story,Detached,Fair,408200
14338,4,7,2019,1982,717.0,2958,3,1,2,1,4,0,1,361.0,0,2018,8,Greenfield,SplitLevel,BuiltIn,Excellent,464600
16859,4,6,1970,2019,877.0,1805,3,1,2,1,4,1,3,878.0,0,2020,12,Oakwood,1.5Story,Attached,Average,347200
7297,2,9,2022,1954,724.0,3243,1,0,5,2,11,0,0,491.0,0,2021,6,Oakwood,SplitLevel,BuiltIn,Excellent,451500
16917,6,2,1993,2017,110.0,608,3,1,4,2,10,1,0,779.0,0,2020,9,Downtown,1.5Story,Detached,Excellent,244600
17226,5,10,2021,1995,1017.0,2314,2,1,2,2,5,1,3,126.0,400,2017,4,Greenfield,1.5Story,None,Good,445500
15254,6,1,1965,1987,1744.0,1515,3,0,3,2,4,0,1,376.0,400,2018,12,Oakwood,SplitLevel,Attached,Poor,332200
9471,6,1,1974,1986,622.0,4156,1,1,4,2,9,0,0,670.0,0,2016,8,Riverside,1.5Story,BuiltIn,Fair,503100
19644,5,4,2004,1982,845.0,1965,1,0,2,1,9,0,0,55.0,0,2017,9,Lakeside,1.5Story,Detached,Excellent,388300
11555,3,5,2009,1981,1344.0,1826,2,0,5,2,5,1,3,502.0,0,2015,12,Riverside,2Story,None,Good,362700
14111,10,4,2019,1973,2412.0,751,2,1,1,2,9,2,2,348.0,200,2017,4,Suburbia,1.5Story,None,Excellent,396700
6640,10,3,2019,2017,,3912,1,0,5,2,10,1,1,131.0,0,2021,8,Sunnyvale,1Story,Attached,Poor,508700
7033,4,9,2006,1954,497.0,1434,1,1,3,1,11,1,0,31.0,0,2017,1,Oakwood,2Story,None,Fair,272300
16184,5,5,1995,1959,734.0,1034,2,1,2,1,10,2,1,666.0,0,2015,12,Northgate,1Story,None,Excellent,268300
16216,3,6,2012,1958,581.0,3922,3,0,4,2,3,1,3,845.0,0,2017,3,Hillcrest,1Story,BuiltIn,Average,536700
11946,3,3,1977,2008,1126.0,1590,2,1,1,2,4,1,3,331.0,0,2016,12,Sunnyvale,1Story,None,Good,334600
3698,1,10,2018,2009,947.0,1826,2,1,2,2,6,2,1,876.0,0,2015,9,Lakeside,1.5Story,Attached,Average,361300
16087,6,10,2002,2009,1670.0,871,1,0,3,2,5,0,3,734.0,0,2021,1,Lakeside,1.5Story,Attached,Average,353800
6051,5,1,1952,1959,1277.0,1343,2,0,2,1,8,1,3,793.0,0,2018,2,Riverside,1.5Story,BuiltIn,Poor,269700
